name,gender,count
kritisha,female,2
krity,female,1
kritya,male,1
krripesh,male,2
kshamata,female,2
ksheetiz,male,1
kshetraphal,male,2
kshiring,male,3
kshiteej,male,1
kshitij,female,1
kshitij,male,25
kshitish,male,2
kshitiz,female,1
kshitiz,male,64
kshityz,male,2
kshyamata,female,3
ksitiz,male,2
kuber,male,10
kukee,female,1
kul,male,7
kulananda,male,1
kulbhusan,male,1
kulchandra,male,1
kuldeep,male,2
kuldip,male,3
kulendra,male,1
kulhari,male,2
kulin,male,1
kulman,male,1
kumar,male,41
kumari,female,1
kumari,male,1
kumba,male,2
kumbha,male,4
kumod,male,2
kumraj,male,2
kumud,female,2
kumud,male,2
kumudini,female,4
kunal,male,12
kundal,male,1
kundan,male,29
kunga,male,1
kunj,male,1
kunjan,male,1
kunjung,male,2
kunsang,male,3
kusal,male,2
kusananda,male,3
kusang,male,1
kuseshwar,male,1
kush,male,6
kusha,female,1
kushagra,male,2
kushal,male,84
kushalta,female,2
kushan,male,1
kushang,male,1
kushas,male,2
kusheshwar,male,1
kushma,female,2
kushmawati,female,2
kushmita,female,1
kushum,female,7
kushum,male,2
kusmita,female,1
kusmita,male,1
kusum,female,10
kusum,male,3
kusumakar,male,1
kyaron,male,2
kyawsoe,male,1
lab,male,1
laba,male,2
labina,female,2
lachana,female,1
lachhen,female,1
ladhu,male,1
lagat,male,2
laghumee,female,1
laila,female,1
lajana,female,1
lakesh,male,3
lakhan,male,1
lakhindra,male,2
lakpa,female,2
lakpa,male,3
lakshman,male,1
lakshmeshwar,male,1
lakshmi,male,1
lakshyapurna,female,3
lal,female,1
lal,male,13
lalan,male,2
lalbabu,male,4
lalendra,male,1
lalijan,male,1
lalit,male,24
lalita,female,6
lalita,male,1
laliteswer,male,1
lalitya,male,2
lalu,male,3
laman,male,1
lamichhane,male,1
lanka,female,1
lanka,male,1
lasata,female,2
lasata,male,1
laskey,male,2
lata,female,2
latika,female,4
latip,male,1
lav,male,3
lava,male,3
lavalesh,male,1
lavamani,male,1
lawa,male,2
laxaman,male,1
laxman,male,85
laxmeshwar,male,2
laxmi(gautam),female,1
laxmi,female,48
laxmi,male,26
layash,male,2
leeja,female,1
leela,female,1
leena(shrestha),female,1
leena,female,1
leenesh,male,2
leepi,female,1
leeza,female,1
lek,male,1
lekh,male,4
lekha,female,3
lekha,male,1
lekhanath,male,1
lekharaj,male,2
lekhnath,male,5
lena,female,1
lenin,male,1
lenish,male,2
lezina,female,1
lhakpa,female,4
libas,male,1
libindra,male,1
ligaj,male,1
lijeena,female,1
lijesh,male,2
likan,male,2
lil,male,2
lila,female,2
lila,male,12
liladhar,male,6
lilamani,male,3
lilaram,male,1
lilesh,male,1
lili,female,1
lilian,female,1
lilu,female,3
lina,female,2
lincoln,male,2
linda,female,1
linson,male,2
linus,male,2
lisa,female,3
lisa,male,1
lisha,female,2
liva,female,1
liway,female,1
liyan,female,1
liza,female,3
liza,male,1
lizan,male,2
lizina,female,2
lizna,female,2
lobsang,male,2
lochan,female,2
lochan,male,10
lok,female,1
lok,male,18
lokap,male,1
loken,male,2
lokendra,male,25
lokesh,male,17
lokeshwor,male,1
lokhari,male,1
lokmani,male,4
loknath,male,4
lokraj,male,2
lomas,male,2
lomash,male,2
looja,male,1
loojah,male,1
loomila,female,2
loosun,male,2
looza,male,2
lopsang,male,2
lotus,male,1
louis,male,2
lov,male,2
love,male,10
lucent,male,2
lucky,male,2
lucy,female,1
lujina,female,1
lujina,male,1
lujja,male,2
luka,male,3
lukash,male,1
lumani,male,1
lumanti,female,2
lumanti,male,1
lumnima,female,1
luna,female,2
lunar,male,1
lunibha,female,2
luniva,female,1
luniva,male,1
lusan,male,1
lushan,female,1
luv,male,2
luwindhup,male,3
luza,female,1
m.d.,male,2
mabi,male,2
mabin,male,3
mabina,female,1
mabindra,male,1
machakaji,male,1
machhendra,male,1
madalasa,female,1
madan,male,83
madav,male,1
madhab,male,10
madhav,male,45
madhavi,female,1
madhu,female,6
madhu,male,15
madhuban,male,1
madhukar,male,10
madhumala,female,1
madhumala,male,1
madhup,male,1
madhurendra,male,3
madhuresh,male,2
madhuri,female,2
madhuri,male,1
madhurima,female,1
madhushree,male,1
madhusudan,male,7
madhusudha,male,1
madhusudhan,male,1
madip,male,1
mahabharat,male,1
mahabir,male,1
mahadev,male,3
mahajan,male,1
mahalaxmi,female,1
mahamad,male,3
mahamaya,female,1
mahamaya,male,1
mahammad,male,4
mahanand,male,1
mahananda,male,3
maharjan,female,1
maharjan,male,1
mahasatwo,male,2
mahasek,male,1
mahato,male,1
mahedra,male,1
mahendra,male,43
mahesh,male,84
maheshower,male,1
maheshwar,male,3
maheshwor,male,6
maheshwori,female,1
maheswar,male,3
maheswor,male,2
mahim,male,2
mahima,female,7
mahima,male,1
mahip,male,2
mahit,male,1
mahotsav,male,2
maiy,female,1
maiya,female,1
majbullah,male,1
makbul,male,2
makeshwar,male,1
makju,male,1
maktendra,male,2
mala,female,1
malah,male,1
malati,female,1
malcolm,male,3
maleena,male,1
malesh,male,1
malika,female,3
malika,male,1
malisha,female,1
malisha,male,1
mallik,male,1
mallika,female,1
mamata,female,18
mamata,male,1
mamina,female,1
mamina,male,1
mamita,female,1
mamta,female,3
mamta,male,1
man,female,1
man,male,5
mana,male,2
manaandiny,female,1
manaandiny,male,1
manab,male,2
manabi,female,2
manahari,male,1
manaj,male,1
manali,female,1
manamohan,male,3
manan,male,3
manandhar,male,1
manara,female,1
manaraj,male,2
manarath,male,1
manas,male,5
manash,male,3
manasha,female,2
manasi,female,1
manasi,male,1
manaswi,female,1
manaswi,male,1
manav,male,2
manbahadur,male,1
manchan,male,1
mandalkusheshwar,male,1
mandar,male,2
mandeep,male,15
mandil,male,4
mandip,male,16
mandira,female,3
maneesh,male,3
maneesha,female,1
manendra,male,1
manesh,male,1
manga,male,1
mangal,male,5
mangesh,male,1
mani,male,10
manij,male,1
manik,male,2
manika,female,11
manika,male,1
manikala,female,4
manil,male,3
manila,female,1
manina,male,1
manindra,male,1
manir,male,1
maniram,male,2
maniratna,male,2
manis,male,1
manisa,female,1
manisa,male,1
manish,male,261
manisha,female,76
manisha,male,1
manishtra,male,2
manistha,female,1
manistha,male,1
manit,male,3
manita,female,7
manita,male,1
manize,male,3
manjan,male,1
manjari,male,1
manjeet,male,2
manjeeta,female,1
manjesh,male,2
manjik,male,2
manjil,male,16
manjila,female,2
manjila,male,1
manjip,male,1
manjish,male,2
manjit,male,4
manjita,female,1
manju,female,28
manju,male,1
manjul,male,6
manjula,female,3
manjur,male,2
manjuswari,female,1
mankaji,male,1
mankshwar,male,1
manmohan,male,8
mann,male,2
mannu,male,2
manohar,male,7
manoj,male,199
manojit,male,1
manor,male,1
manoranjan,male,2
manorath,male,1
manraj,male,3
mansoon,male,2
mansubh,male,1
mantee,female,1
mantosh,male,2
manu,female,3
manu,male,3
manup,male,2
manzil,male,4
marisha,female,2
marisha,male,1
markoni,male,3
marshal,male,2
martina,female,2
martina,male,1
mary,female,2
masihuddin,male,1
mathura,male,1
matina,female,1
matish,male,2
matrika,male,2
matsyendra,male,1
matu,male,1
matuk,male,1
mausam,female,1
mausam,male,14
mausham,male,3
maya,female,6
maya,male,1
mayank,male,6
mayukh,male,1
mayuri,female,1
mayush,male,2
md,male,43
md.,male,11
md.alsahud,male,1
md.inzamam,male,1
md.kaiyum,male,2
md.mustak,male,2
mdmazammil,male,1
mdmozammil,male,1
mebish,male,2
medan,male,2
medha,female,1
medini,male,1
meelisha,female,2
meen,female,1
meen,male,1
meena,female,13
meena,male,1
meenakshi,female,2
meenali,female,1
meera,female,4
meeta,female,1
meg,male,1
megesh,male,1
megh,male,4
megha,female,8
megha,male,1
megharaj,male,3
meghendra,male,1
meghna,female,4
meghraj,male,3
meghu,male,1
mehang,male,2
meharaj,male,3
mehgaraj,male,1
mekh,male,2
mekha,male,1
melanie,female,2
melina,female,2
melisha,female,2
meman,male,2
menaka,female,2
menaka,male,1
mend,male,3
menuka,female,12
menuka,male,1
meraj,male,2
merina,female,8
merina,male,1
merishna,female,1
merishna,male,1
merit,male,2
merry,female,1
merry,male,1
meryina,female,3
mesh,male,2
meshuka,female,1
meynam,male,2
mgsingh,male,1
mhohan,male,1
mibek,male,1
mibun,male,1
michael,male,2
midhan,male,1
midhir,male,2
migma,female,1
migmar,male,1
mihir,male,1
mijan,male,2
mijas,male,2
mijash,male,1
mikal,male,2
miki,female,1
mikky,female,2
mikma,male,3
miksen,male,1
mikuhang,male,2
mila,female,1
milan,female,1
milan,male,144
milap,male,1
milesh,male,3
mili,female,1
milinda,male,2
milli,female,1
milu,female,1
mim,male,3
mimamsa,female,2
mimamsa,male,1
miman,male,2
mimansha,male,2
min,male,20
mina,female,2
mina,male,1
minakshi,female,4
minakshi,male,1
minesh,male,1
mingja,male,2
mingma,female,2
mingma,male,4
minindra,male,1
minoda,female,1
minu,female,2
mira,female,1
mirage,male,2
miraj,male,4
miran,male,2
mirgendra,male,1
mirinal,male,1
miroj,male,2
misan,female,2
misan,male,3
mishal,male,2
mishan,male,6
mishek,male,2
mishra,male,1
mission,female,1
mission,male,3
mitab,male,1
mitalesh,male,2
mitesh,male,1
mithalesh,male,1
mithila,female,2
mithilesh,male,6
mithlesh,male,8
mithun,male,4
miton,male,1
mitra,male,5
mitraghan,male,2
mitralal,male,1
mitu,female,5
mobin,male,2
moha,male,1
mohamad,male,1
mohammad,male,34
mohammadzeaul,male,5
mohammed,male,8
mohan,male,38
mohanish,male,2
moharaj,male,1
mohdasif,male,1
mohendra,male,2
mohir,male,1
mohit,male,9
mohmmad,male,3
mohsin,male,2
moinuddin,male,1
mokshendra,male,1
mon,male,2
mona,female,3
mona,male,1
monalisa,female,1
monalisha,female,2
moni,female,1
moni,male,1
monica,female,7
monica,male,1
monika,female,22
monika,male,1
monima,female,1
monima,male,1
monish,male,2
monisma,female,1
monoj,male,2
monu,female,2
monu,male,1
moon,female,4
moon,male,1
mosaheb,male,1
moses,male,2
moti,female,2
moti,male,5
motilal,male,2
motiullah,male,3
motra,male,1
mounata,female,1
mousam,male,3
mousami,female,3
mridu,female,1
mridul,male,2
mrigendra,male,2
mrinal,male,1
mritunjay,male,1
mrityunjay,male,2
mubarak,male,2
mubin,male,2
mudesh,male,1
mudhvari,male,1
mudita,female,4
mudita,male,1
mugal,male,2
mugdha,female,1
mujahid,male,4
mukendra,male,2
mukesh,male,101
mukeshkumar,male,2
muklesh,male,3
mukta,female,1
mukta,male,5
mukti,male,6
muktinath,male,2
mukul,male,3
mukund,male,11
mukunda,male,16
mukundahari,male,1
mumi,male,1
mun,male,1
muna,female,12
muna,male,5
munal,female,2
munal,male,2
muney,female,1
muni,female,1
muni,male,2
munib,male,2
munil,male,1
munindra,male,1
munish,male,1
munna,male,3
munnesh,male,2
murali,male,2
muralidhar,male,2
murari,male,3
murlee,male,1
murli,male,6
muskan,female,4
muskan,male,5
mustafa,male,1
nab,male,2
naba,male,4
nabal,male,2
nabaraj,male,16
nabeen,male,2
nabin,male,286
nabina,female,14
nabinba,female,1
nabinda,male,1
nabindra,male,4
nabita,female,4
nabita,male,1
nabo,male,1
nabraj,male,5
nadeem,male,3
nadim,male,2
nagarik,male,1
nagendra,male,14
nagesh,male,1
nageshor,male,1
nageshwar,male,1
nageshwor,male,1
nagina,female,1
nagina,male,1
nagmanath,male,1
nahakul,male,2
naina,female,2
nainisha,female,2
najabullah,male,1
najam,male,1
najim,male,2
najma,female,5
nakul,male,6
nal,male,1
nalin,male,5
nam,male,2
nama,male,3
namakar,male,1
naman,male,1
namaraj,male,2
namas,male,2
namasya,female,3
nameru,male,2
namika,female,1
namin,male,2
namina,female,1
namindra,male,1
namish,male,1
namita,female,2
namnit,male,2
namosi,male,2
namrata,female,9
namu,female,3
namu,male,1
namuna,female,4
nancy,female,3
nancy,male,1
nand,male,6
nanda,male,1
nandalal,male,2
nandan,male,3
nandani,female,4
nandeshwar,male,3
nandeshwor,male,2
nandini,female,1
nangjang,male,2
nani,female,1
nani,male,1
naniram,male,1
nanish,male,2
nanju,female,1
nanu,female,1
nanumaya,female,2
nar,male,5
nara,male,1
narad,male,1
narahari,male,1
narakanta,male,1
naran,male,1
narayan,male,70
narayani,female,1
naren,male,1
narendra,male,38
naresh,male,59
narhari,male,1
narinder,male,2
narottam,male,1
narsang,male,1
nasala,female,2
naseeb,male,2
nashib,male,2
nashibha,female,2
nashila,female,1
nashiv,male,2
nashiva,female,1
nashla,female,2
nasi,male,1
nasib,male,2
nasibul,male,1
nasip,male,2
nasiv,male,2
nasrullah,male,2
naswa,female,2
nataliya,female,1
natasha,female,3
nati,male,1
nation,male,2
nausad,male,6
nav,male,3
nava,male,2
navalok,male,1
navanita,female,1
navaraj,male,7
naveen,male,8
navin,male,33
navneet,male,5
navnit,male,2
navraj,male,5
naw,male,1
nawa,male,4
nawadeep,male,2
nawal,male,4
nawang,male,1
nawaraj,male,28
nawesh,male,1
nawin,male,6
nawlesh,male,3
nawnit,male,1
nawraj,male,3
nayan,male,13
nayanshi,female,2
nearoj,male,2
nebula,female,1
needesh,male,1
neeket,male,1
neel,male,1
neela,female,1
neelam,female,10
neelan,male,1
neelesh,male,3
neelima,female,1
neelu,female,2
neema,male,3
neemesh,male,3
neepun,male,1
neer,male,1
neera(shreshtha),female,1
neera,female,1
neerad,male,1
neeraj,male,22
neerajan,male,2
neerav,male,1
neeru,female,6
neeschal,male,1
neesha,female,1
neeta,female,3
neeta,male,1
neeti,female,3
neetu,female,9
neeyanta,female,2
negendra,male,1
neha,female,52
neha,male,1
nehal,male,4
nejar,male,3
nekesh,male,2
neku,male,1
neliya,female,1
neliya,male,1
nelsan,male,1
nemi,male,1
nemish,male,2
nensi,female,1
nepal,male,1
nepoleon,male,1
nepoliyan,male,2
nerina,female,2
nerish,male,2
neshan,male,1
netra,male,9
nettra,male,1
neukesh,male,2
neupane,male,1
newjan,male,2
newkit,female,2
newton,male,3
ngema,male,2
ngim,female,4
ngima,male,1
ngo,male,1
ngwan,male,1
nhasala,female,1
nhishesh,male,1
nhuchhe,male,1
nhuchhen,male,1
nhuja,male,1
niaz,male,1
niba,male,2
nibash,male,2
nibesh,male,10
nickle,male,2
nicky,female,1
nicol,male,1
nidar,male,1
nidesh,male,4
nidhi,female,5
nifesh,male,2
nigam,male,3
nihal,male,2
nihar,male,1
niharika,female,4
niharika,male,1
nihit,male,3
nijal,male,2
nijam,male,2
nijan,male,1
nijel,male,1
nijendra,male,3
nijesh,male,2
nijjal,male,1
nijjwal,male,2
niju,female,1
niju,male,1
nikash,male,4
nikee,female,1
niken,male,3
nikesh,male,35
nikhil,male,19
niki,female,3
niki,male,1
nikil,male,2
nikila,female,1
nikila,male,1
nikisha,female,2
nikit,male,5
nikita,female,24
nikita,male,1
nikki,female,2
nikki,male,1
nikshan,male,3
niku,female,1
nikung,male,2
nikunj,male,4
nikunjan,male,3
niky,female,3
niky,male,1
nil,female,1
nil,male,1
nila,male,1
nilab,male,1
nilam,female,3
nilam,male,3
nilambar,male,1
nilan,male,1
nilav,male,1
nilendra,male,2
nilesh,male,13
nilima,female,4
nilima,male,1
nilisha,female,1
nilishma,female,1
nilkantha,male,4
nilmani,male,1
nilok,male,2
nilonchan,male,1
nilotpal,male,1
nilu,female,4
nilu,male,1
nim,male,3
nima,female,3
nima,male,5
nimbus,male,2
nimesh,male,23
nimish,male,3
nimisha,female,5
nimit,male,2
nimmi,female,2
nimoh,male,2
nimte,male,2
nina,female,1
ninda,male,1
ningmar,male,2
ninja,male,2
nipesh,male,4
nippon,male,2
nipun,male,2
nipuna,female,1
nipurna,male,1
nir,male,1
nira,female,1
nirab,male,2
niraj,female,1
niraj,male,134
nirajan,male,54
nirak,male,2
nirakar,male,6
nirala,female,1
niramal,male,1
niramika,female,1
niran,male,5
niranjala,female,1
niranjali,female,1
niranjan,male,38
niranjana,female,2
nirav,male,2
nirdeep,male,1
nirdesh,male,11
nirdosh,male,3
nireesha,female,1
niren,male,1
nirendra,male,2
nirendraman,male,1
niresh,male,1
nirgun,male,1
nirjal,male,4
nirjala,female,2
nirjan,male,1
nirjana,female,1
nirjara,male,1
nirjhar,male,1
nirjung,male,1
nirmal,male,65
nirmala,female,19
nirmala,male,1
nirman,male,4
nirmaya,female,5
nirmisha,female,1
nirmit,male,3
nirnaya,male,1
niroj,male,29
nirol,male,1
niros,male,2
niroula,female,1
niroula,male,1
nirpesh,male,4
niru,female,9
niruj,male,3
nirupa,female,3
nirupam,female,1
nirupama,female,2
nirusha,female,2
nirusha,male,1
niruta,female,1
nirvan,male,1
nirvay,male,1
nirvik,male,2
nirwachan,female,3
nirwan,male,2
nisan,male,4
nischal,male,83
nischay,male,3
nischaya,male,1
nischchhal,male,1
nischit,male,2
nisesh,male,2
nisha,female,65
nisha,male,1
nishaj,male,1
nishal,male,2
nishan,male,83
nishant,male,41
nishanta,male,2
nishar,female,1
nishar,male,2
nishchal,male,11
nishchay,male,1
nishchhal,male,4
nished,male,3
nishedh,male,1
nishee,female,3
nishee,male,1
nisheem,male,1
nishes,male,2
nishesh,male,13
nishi,female,2
nishith,male,1
nishkarsha,male,3
nishla,female,2
nishma,female,8
nishma,male,1
nishtha,female,2
nishu,female,2
nishu,male,1
nishub,male,2
niskarsh,male,1
niskarsha,male,2
nissan,male,6
nisseem,male,1
nista,female,2
nistha,female,4
nistu,male,2
nita,female,3
nitam,male,1
nitant,male,2
nitanta,male,2
niten,male,2
nitendra,male,1
nites,male,1
nitesh,male,89
niteshwar,male,1
niti,female,2
nitika,female,2
nitikesh,male,3
nitin,female,1
nitin,male,4
nitish,male,16
nitisha,female,3
nitisha,male,1
nitu,female,7
nitu,male,1
nitya,male,1
nityanand,male,3
niva,female,4
niveeta,female,1
nivesh,male,5
nivida,female,3
niwa,male,2
niwas,male,1
niwash,male,2
nixon,male,2
niyam,male,1
niyanta,female,1
niyukti,female,2
nobal,male,1
nobel,male,3
nobheswar,male,1
nom,male,1
noman,male,2
noopur,female,1
noor,male,1
noore,male,1
noorja,female,1
noorja,male,1
noorma,female,1
noorul,male,2
nootan,male,2
norbu,male,3
norden,male,2
norin,female,1
norina,female,1
noshan,male,1
nova,female,1
novel,male,3
novin,male,1
noze,male,1
nrip,male,1
nripendra,male,2
nripesh,male,5
nrpendra,male,1
nujhat,female,1
nujhat,male,1
nukesh,male,2
numakhar,male,3
numan,male,4
nunuhang,male,1
nupu,male,1
nuraj,male,2
nush,male,1
nutan,female,1
nutan,male,5
nyaupanem,male,1
nyima,female,1
oasis,male,2
oat,male,2
obiram,male,1
oblique,male,1
obyesh,male,2
ocean,male,2
oja,male,2
ojan,male,2
ojash,male,2
ojashwi,female,2
ojaswee,female,3
ojaswi,female,5
ojaswi,male,2
ojeena,female,1
ojesh,male,2
ojha,female,1
ojina,female,2
okil,male,1
om,female,5
om,male,55
oman,male,2
ombikram,male,1
omhari,male,1
omkar,male,9
omkrishna,male,2
omnath,male,2
omprakash,male,2
omraj,male,3
onam,male,2
onash,male,2
onus,male,2
opendra,male,3
opsana,female,1
optics,male,1
orish,male,1
orpheus,male,1
orzoraj,male,1
osan,male,1
oshan,male,6
oshis,male,2
osho,male,4
owen,male,2
ozaswei,male,2
ozosh,male,2
paban,male,6
paben,male,1
pabi,female,1
pabin,male,6
pabina,female,1
pabindra,male,1
pabita,female,3
pabitra,female,7
pabitra,male,1
padam,male,34
padama,male,1
padamendra,male,1
padamraj,male,1
padma,female,3
padma,male,2
padmadeep,male,1
pahad,male,1
pahari,male,1
pakigya,female,2
palak,female,1
palash,male,2
palden,male,2
palina,female,1
palisa,female,1
palistha,female,4
palistha,male,1
pallab,male,2
pallav,male,3
pallavi,female,11
pallaw,male,3
pallawi,female,1
pallawi,male,1
palpasa,female,2
palson,male,2
pami,female,1
pamitosh,male,3
pammi,female,1
pampha,female,2
pancha,female,1
pandav,male,2
pandey,male,1
pandit,male,1
pandu,male,1
paneru,female,1
pankaj,male,63
panna,male,1
pant,male,1
panthee,male,1
panu,female,1
panuza,female,2
pappu,female,1
pappu,male,18
papu,male,4
papular,male,1
parag,male,1
parajuli,male,1
parajwal,male,1
param,male,1
paramanand,male,1
parameshor,male,1
parameshwar,male,2
parameshwor,male,1
paranjaya,male,2
paras,female,1
paras,male,29
parasar,male,3
parash,male,14
parashar,male,2
parashmani,male,2
parasmani,male,2
parbat,male,16
parbati,female,4
parbati,male,1
parbhakar,male,2
pareekshit,male,2
paribartan,male,3
paribesh,male,6
parichit,male,1
parijat,female,1
parikrama,female,1
parikrama,male,1
parikshit,male,3
parikshya,female,1
parina,female,1
parina,male,1
parinav,male,2
parishad,male,2
parishrut,male,1
paritosh,male,3
parivesh,male,1
pariwesh,male,2
parkash,male,2
parmanand,male,4
parmar,male,1
parmendra,male,1
parmesh,male,2
parmeshwar,male,1
parmila,female,1
parmila,male,1
parmita,female,1
parool,female,3
parshu,male,3
parshuram,male,3
parsuram,male,3
partap,male,3
partha,male,2
paru,male,1
parvat,male,3
parvati,female,2
parwat,male,2
parwati,female,2
parwej,male,4
parwes,male,1
parwez,male,1
pasang,female,1
pasang,male,5
pascal,male,2
pasee,female,1
pasee,male,1
pashan,male,2
pashupati,female,2
pashupati,male,12
pathak,male,1
paudesh,male,2
paudyal,male,1
paurakh,male,3
paurakha,male,2
pavan,male,1
pavel,male,2
pawan,male,148
pawitraman,male,1
payal,female,3
payoj,male,1
pearlson,male,2
pecel,male,2
peetambar,male,2
peeyush,male,1
pema,female,2
pema,male,4
pemba,female,1
pemba,male,4
perish,male,2
persia,female,1
persis,female,1
pesal,male,1
peter,male,3
peyush,male,1
phalendra,male,1
phan,male,2
phanendra,male,3
phanindra,male,5
phaom,male,1
pharindra,male,3
phatta,male,1
philemon,male,4
phiroj,male,3
phool,male,1
phoolchand,male,2
phulmaya,female,4
phulu,female,1
phulu,male,1
pidison,male,2
pikesh,male,2
pinkey,female,2
pinkey,male,1
pinki,female,1
pinky,female,3
pinky,male,1
pintu,male,6
pipan,male,2
pitambar,male,8
pitamber,male,3
pitar,male,1
piush,male,1
piya,male,1
piyush,male,13
piyusha,female,1
piyusha,male,1
pl,male,1
poba,male,1
pokharaj,male,1
pokharel,male,1
pokhraj,male,1
pokhrel,female,1
pokhrel,male,1
ponam,female,1
pooja,female,70
pooja,male,2
poojan,male,4
poonam,female,9
poonam,male,1
poorna,male,1
poornima,female,1
popular,male,3
poshak,male,2
poshan,male,5
poshin,female,2
posraj,male,1
post,male,2
poudel,female,1
poudel,male,1
pourush,male,1
prabachan,male,1
prabaha,male,2
prabal,male,11
prabash,male,3
prabasha,female,2
prabee,male,2
prabeen,male,4
prabeg,male,3
prabendra,male,1
prabesh,male,82
prabha,female,15
prabhab,male,1
prabhakar,male,12
prabhaker,male,1
prabhanand,male,2
prabhas,male,2
prabhash,male,4
prabhat,male,53
prabht,male,2
prabhu,male,2
prabhushan,male,1
prabidhi,female,1
prabidhi,male,2
prabij,male,1
prabin,male,175
prabina,female,8
prabind,male,3
prabindra,male,4
prabinja,male,1
prabip,male,1
prabir,male,1
prabisa,female,3
prabish,male,5
prabita,female,1
prabodh,male,3
prabuddha,male,1
prachan,male,2
prachand,male,1
prachanda,male,6
prachandra,male,1
prachar,male,1
prachet,male,1
pradeen,male,2
pradeep,male,112
pradeeplal,male,2
pradej,male,2
pradep,male,2
pradesh,male,2
pradeshi,male,2
pradhan,male,1
pradhananga,male,1
pradhuman,male,1
pradhumna,male,3
pradhyumna,male,1
pradip,male,126
pradipta,female,2
pradish,male,2
pradita,female,1
pradumna,male,1
pradyuman,male,1
pradyumma,male,1
pradyumna,male,2
prafful,male,2
praful,male,2
prafulla,male,6
pragam,male,2
pragatee,female,1
pragati,female,8
pragati,male,1
pragatishil,male,1
pragesh,male,2
pragun,male,1
pragya,female,26
pragya,male,1
pragyan,male,11
pragyesh,male,2
praharsha,male,2
prahlad,male,6
praj,male,2
praja,female,1
praja,male,1
prajakti,female,2
prajal,male,2
prajan,male,7
prajani,female,2
prajapati,male,1
prajay,male,2
prajaya,male,2
prajeena,female,5
prajeena,male,1
prajesh,male,2
prajin,male,2
prajina,female,3
prajit,male,1
prajita,female,3
prajjawal,male,2
prajjol,male,2
prajjwal,male,18
prajjwol,male,2
prajol,male,3
prajon,male,1
prajowal,male,1
praju,female,1
prajul,male,2
prajun,male,1
prajwal,male,56
prajwala,female,4
prajwol,male,21
prakakash,male,1
prakanda,male,1
prakar,male,1
prakash,male,261
prakashjit,male,2
prakat,male,2
prakeeti,female,4
prakesh,male,2
prakeshet,male,1
prakhal,male,1
prakhar,male,1
prakhyat,male,4
prakirna,female,1
prakit,male,2
prakritee,female,1
prakritee,male,1
prakriti,female,38
prakriti,male,1
praksash,male,2
pralab,male,1
pralad,male,5
praladh,male,1
pralaya,male,3
pralesh,male,3
pralhad,male,8
pralin,male,2
pralish,male,2
prama,female,1
pramanand,male,4
pramananda,male,1
pramen,male,1
pramendra,male,3
pramesh,male,17
prameshwar,male,1
prameshwor,male,3
pramil,male,1
pramila,female,17
pramila,male,1
pramin,male,1
pramina,female,1
pramish,male,5
pramisha,female,4
pramistha,female,1
pramistha,male,1
pramit,male,4
pramita,female,7
pramithus,male,3
pramod,male,88
pramodit,male,2
pramodman,male,1
pran,male,2
prana,female,3
pranab,male,2
pranam,male,2
pranav,male,11
pranay,male,4
pranaya,male,2
pranayan,male,1
praneel,male,2
pranesh,male,11
pranij,male,3
pranik,male,2
pranika,female,4
pranil,male,4
pranish,male,6
pranisha,female,5
pranisha,male,1
pranit,male,5
pranita,female,3
pranjal,male,5
prannab,male,1
prannav,male,1
pranodan,male,1
pranoy,male,1
pranshu,male,2
pransu,male,1
prantosh,male,2
pranuj,male,2
pranya,male,1
praphulla,male,1
prapooja,female,2
praptee,female,3
prapti,female,6
prarora,male,2
prarthana,female,2
prarup,male,1
prasamsa,female,4
prasamsa,male,1
prasamsha,female,2
prasamsha,male,1
prasan,male,1
prasanga,male,3
prasanna,female,2
prasanna,male,20
prasansha,female,3
prasansha,male,1
prasant,male,9
prasanta,male,2
prasha,female,2
prasha,male,1
prashamsa,female,2
prashamsha,female,2
prashan,male,8
prashandip,male,3
prashanga,male,3
prashann,male,3
prashanna,female,2
prashanna,male,23
prashansa,female,2
prashant(tuladhar),male,1
prashant,male,183
prashanta,male,18
prasheen,male,2
prashidda,male,3
prashiddha,male,4
prashidha,male,1
prashil,male,2
prashila,female,2
prashim,male,2
prashis,male,2
prashish,male,5
prashit,male,2
prashna,female,2
prashna,male,1
prashraya,male,2
prashrit,male,2
prashun,male,3
prasiddha,male,4
prasiddhee,female,2
prasidha,male,2
prasil,male,3
prasis,male,2
prasish,male,2
prasoon,male,2
prastab,male,3
prastav,male,3
prastika,female,3
prastika,male,1
prastut,male,2
prasun,female,4
prasun,male,6
prasuna,female,1
prasuna,male,1
praswish,male,1
pratap,male,19
prateek,male,13
prateeksha,female,2
pratham,male,4
prathana,female,3
prathiva,female,1
pratibh,male,1
pratibha,female,17
pratibha,male,1
pratic,male,1
pratichha,female,2
pratichhya,female,2
pratick,male,2
pratigya,female,8
pratigya,male,1
pratigyan,female,1
pratik,female,3
pratik,male,113
pratika,female,1
pratikar,male,2
pratikchhya,female,1
pratikchhya,male,1
pratiksha,female,24
pratiksha,male,1
pratikshya,female,20
pratikshya,male,1
pratima,female,23
pratima,male,1
pratina,female,2
pratinidhi,male,1
pratirodh,male,2
pratisara,female,1
pratish,male,6
pratisha,female,3
pratishtha,female,3
pratistha,female,6
pratistha,male,1
pratisthit,male,1
pratit,male,2
prativa,female,19
pratul,male,2
pratyul,male,2
pratyush,male,3
pratyusha,female,1
prava,female,8
prava,male,1
pravakar,female,1
pravakar,male,3
praval,male,1
pravash,male,4
